4 0 0 8 6522 4 3 2 0 0 1 4 35 2 1 2 2 0 1 2 1
3 132 1 6 17384 5 3 1 3 0 1 4 40 3 1 1 2 6 1 2 1
4 72 3 8 13614 4 3 3 5 2 12 3 37 1 2 0 4 2 1 2 1
4 24 0 6 41628 4 4 7 3 2 2 3 21 1 3 0 3 0 1 2 1
3 78 1 5 22574 4 4 5 0 2 1 3 53 3 1 1 3 0 1 1 2
4 54 0 6 33736 4 3 8 0 1 5 4 23 2 2 3 4 0 1 1 2
3 60 0 6 16153 4 5 3 3 0 19 3 38 3 3 0 4 0 1 1 1
4 138 0 0 66357 4 3 8 5 0 4 4 31 1 2 1 4 0 1 2 2
3 24 0 6 13326 4 2 3 5 0 0 3 52 2 2 0 3 2 1 2 1
1 24 0 10 16445 4 2 5 3 2 15 1 32 3 1 5 2 1 1 2 1
3 72 0 0 38018 4 2 8 0 2 7 2 23 3 2 0 2 0 1 2 1
3 72 0 6 10085 4 5 5 3 0 4 2 36 1 2 0 3 2 1 2 1
4 6 0 6 18431 4 3 3 2 1 3 2 56 3 2 0 3 2 1 2 1
3 108 4 6 18785 4 4 8 0 0 1 1 39 1 2 0 3 2 1 1 1
4 60 0 0 4813 4 5 7 0 2 4 4 31 3 1 1 4 1 1 1 2
3 198 1 8 8327 4 5 3 0 1 3 3 31 1 2 3 3 4 1 2 1
4 0 0 8 16021 3 2 5 3 1 12 4 30 1 2 0 3 0 1 2 2
2 36 0 6 17303 4 5 6 0 1 0 3 21 1 1 1 2 1 1 2 1
4 0 0 6 16332 4 5 1 0 2 1 3 63 3 1 1 2 0 1 2 2
3 18 2 6 4372 4 2 3 0 2 1 2 20 3 1 0 2 8 1 1 1
2 0 0 1 30967 4 4 2 5 2 28 3 46 2 3 1 1 2 1 1 1
3 48 0 6 35857 4 2 8 5 0 6 2 61 2 2 0 3 1 1 2 1
3 66 4 6 24096 4 1 1 3 1 21 3 76 3 3 0 4 1 1 2 1
2 168 0 6 10371 4 2 3 2 1 30 4 26 3 3 3 4 0 1 1 1
2 24 0 0 1336 4 3 5 1 1 1 2 22 1 2 0 4 1 1 2 1
4 192 1 8 55552 4 1 8 1 2 9 3 45 1 1 2 2 0 1 2 2
2 60 1 6 11185 4 3 9 0 0 14 4 24 3 1 0 4 0 1 2 1
3 90 0 8 10433 4 2 2 4 0 6 3 24 3 1 0 3 0 1 2 1
1 306 0 10 26211 4 2 5 3 2 41 3 71 3 3 1 3 1 1 2 1
4 42 0 6 19198 4 3 2 2 1 6 4 53 1 1 1 4 2 1 1 1
3 0 0 6 37986 4 5 2 2 1 5 4 50 3 2 0 1 0 1 2 1
2 12 0 0 8906 4 1 5 3 1 20 3 62 3 1 4 3 3 1 2 1
3 18 0 3 32402 4 1 5 3 2 6 3 23 2 2 1 3 0 1 1 1
3 132 0 6 9764 2 3 10 3 0 10 4 28 1 1 4 1 0 1 1 2
3 12 1 6 15245 4 3 5 2 1 5 1 34 3 1 6 2 6 1 2 1
3 258 3 9 24682 4 3 7 5 2 37 4 24 3 2 3 1 3 1 2 1
3 30 4 6 13567 4 3 9 0 0 3 3 26 1 2 0 4 1 1 2 2
2 0 4 6 5337 4 1 7 2 2 6 1 69 1 3 0 4 0 1 1 1
4 30 2 6 14292 1 1 4 2 2 19 4 39 3 3 0 4 0 1 2 2
3 24 1 6 5506 4 3 9 2 2 25 3 20 2 2 1 4 1 1 2 1
2 54 2 6 41967 5 5 3 1 0 14 2 30 1 2 0 4 0 1 2 2
3 18 0 6 13487 4 2 3 4 0 9 4 43 3 1 0 3 1 1 2 1
3 12 1 10 25191 5 2 8 1 0 0 2 52 1 3 1 3 9 1 2 2
4 12 0 6 29621 4 2 3 1 0 8 4 68 1 2 0 2 0 1 2 1
3 108 0 0 28544 4 5 1 2 2 1 3 34 2 1 4 2 2 1 2 1
3 6 0 6 4245 4 5 7 2 0 6 3 35 3 2 0 2 0 1 2 1
3 48 0 3 2793 4 3 10 4 2 7 2 20 3 1 1 2 0 1 1 1
4 90 2 8 19369 4 1 2 1 1 9 2 29 3 1 2 3 0 1 2 1
3 24 1 8 23765 4 4 1 0 2 16 2 29 3 2 2 4 0 1 2 1
4 12 1 6 38921 5 3 8 3 1 4 2 25 2 2 0 3 1 1 2 1
3 6 0 3 20110 4 5 7 1 1 10 2 28 2 2 0 4 0 1 2 1
3 42 0 3 8042 4 3 8 3 1 8 3 36 2 3 2 4 3 1 1 1
4 228 1 10 30563 4 2 3 0 0 20 4 40 1 2 2 4 2 1 2 1
1 18 0 10 23927 4 4 5 3 0 1 2 36 2 1 1 3 3 1 1 1
4 12 1 4 8072 4 3 10 4 0 8 4 54 3 1 0 2 4 1 2 1
4 0 0 5 18094 3 3 6 2 1 4 2 75 3 1 0 1 0 1 2 2
1 0 4 6 24528 4 4 4 1 0 12 2 59 1 1 0 4 0 1 2 1
4 120 3 6 29684 4 3 8 1 2 13 3 31 2 2 0 3 3 1 2 2
3 0 1 8 33795 4 2 7 0 0 14 3 45 3 1 0 4 9 1 2 1
4 12 0 10 7842 4 5 10 2 0 22 2 31 1 1 4 2 0 1 2 1
2 0 4 6 37831 4 5 2 0 1 10 3 39 3 1 0 2 3 1 2 2
2 30 0 6 4707 4 5 5 5 2 0 4 73 3 3 3 2 0 1 2 1
3 24 0 8 37688 4 5 3 3 1 11 3 94 3 2 1 4 8 1 2 2
3 144 1 10 28296 4 2 7 1 2 9 4 20 3 2 2 3 4 1 2 1
3 54 0 9 3069 4 1 2 3 1 22 3 30 3 1 2 3 10 1 1 1
2 84 1 5 31533 4 4 2 5 2 5 1 62 1 1 1 2 8 1 2 1
3 174 1 10 17748 4 1 6 2 2 1 4 29 1 2 0 4 6 1 2 1
2 60 1 6 64799 4 4 5 2 2 4 3 36 1 3 0 3 4 1 2 1
2 48 0 8 22942 4 1 2 0 0 3 4 30 2 2 2 4 2 1 2 1
3 18 0 3 15139 4 4 1 0 1 15 4 50 3 1 0 3 0 1 2 1
3 12 1 10 16252 4 5 9 4 0 4 2 23 3 2 1 3 5 1 1 1
3 36 3 10 5761 4 4 5 0 2 4 2 23 3 2 0 2 0 1 2 1
1 102 0 6 25190 4 4 2 5 0 28 1 21 1 2 0 4 2 1 2 1
3 6 1 10 43900 4 2 10 2 1 12 3 26 3 3 0 4 0 1 2 2
2 30 4 8 62945 4 1 7 0 2 31 4 23 2 3 1 1 0 1 2 1
4 24 1 6 21999 4 5 7 2 2 12 4 22 1 1 2 3 5 1 2 1
2 84 0 6 13487 4 2 10 0 0 7 2 25 3 1 2 4 3 1 2 1
3 30 1 10 1673 4 3 8 2 1 5 4 104 3 2 5 3 6 1 2 1
4 6 0 8 17577 4 2 9 2 1 0 3 71 3 1 2 4 0 1 2 1
4 36 2 8 64680 5 3 2 2 2 0 4 22 2 2 0 2 3 1 2 2
3 0 4 6 2014 4 5 3 2 1 29 4 20 1 2 0 4 0 1 2 1
3 30 2 4 10334 4 3 6 2 2 2 3 78 3 1 1 2 10 1 2 1
2 78 0 8 26990 4 3 10 2 2 2 4 50 3 3 0 3 3 1 2 2
3 12 3 6 20303 4 2 7 2 0 4 1 51 3 1 0 3 9 1 2 1
3 0 3 8 16373 2 2 5 4 0 1 4 26 1 1 0 4 0 1 2 1
2 48 0 3 20154 4 5 1 5 1 14 3 40 1 2 0 3 1 1 2 1
2 48 0 6 32591 4 5 7 1 1 2 2 51 3 1 2 4 0 1 2 1
3 36 0 0 9344 4 4 2 4 2 8 4 63 3 1 0 2 0 1 2 1
3 60 0 2 36052 4 3 8 1 2 17 3 25 1 1 0 4 0 1 1 2
3 60 0 10 68229 5 2 2 0 2 2 4 20 3 1 1 4 1 1 2 1
3 42 0 0 14430 4 2 9 2 0 9 3 94 1 2 0 4 0 1 2 1
2 192 0 8 16421 5 3 3 3 1 2 1 73 2 1 1 4 1 1 2 1
2 96 0 6 45353 5 3 3 2 2 5 4 32 1 1 0 3 1 1 2 2
3 48 2 10 34086 5 5 2 0 2 62 3 25 1 1 1 4 2 1 1 1
3 114 1 6 33055 4 3 5 0 0 21 1 37 3 1 0 3 2 1 1 1
3 318 0 5 16118 4 5 8 3 2 4 2 41 2 1 0 4 1 1 2 1
3 150 1 8 4696 4 3 6 1 1 7 4 64 2 2 2 4 8 1 2 1
3 60 4 6 12192 4 2 2 2 0 23 2 37 1 2 2 4 2 1 2 1
1 168 1 1 4375 4 2 8 2 2 1 1 41 3 1 5 4 0 1 2 1
3 84 4 10 20970 4 5 8 1 1 2 1 20 3 1 1 4 0 1 2 1
3 150 0 10 4632 4 5 7 5 1 2 3 24 1 3 1 3 2 1 2 1
4 12 2 6 18412 4 2 5 2 1 1 3 22 2 2 1 2 1 1 2 2
3 132 0 8 21528 3 5 6 0 0 12 3 60 1 1 1 4 0 1 1 2
3 0 4 10 1140 4 2 9 1 1 7 3 26 3 2 0 3 0 1 1 1
3 66 1 6 36765 4 5 3 3 2 11 2 24 3 2 0 3 1 1 2 1
3 36 3 6 2162 4 4 4 0 1 1 3 22 3 1 5 4 4 1 2 1
2 78 2 8 12602 4 3 9 0 0 27 1 31 3 1 0 4 0 1 1 1
2 24 4 8 13080 4 3 1 2 1 22 2 23 3 2 3 3 1 1 1 2
2 66 0 6 3535 4 3 1 1 1 0 2 85 2 1 1 3 1 1 2 1
3 84 4 7 26204 4 3 4 2 0 0 1 40 1 1 1 1 7 1 2 1
1 18 0 6 15873 4 3 2 0 0 7 4 56 1 1 2 2 2 1 2 1
3 18 0 8 6375 3 3 7 5 1 9 4 69 3 2 0 3 0 1 1 2
1 0 0 8 43619 4 4 2 2 2 6 3 31 3 2 0 4 0 1 2 1
3 24 2 3 22477 4 5 9 5 2 0 4 21 1 1 1 3 6 1 2 2
2 12 2 0 5084 5 3 8 0 1 5 4 42 1 1 2 3 2 1 2 2
4 42 3 6 17494 4 3 4 1 0 1 3 36 1 3 1 2 1 1 2 2
3 18 0 6 55385 4 3 6 3 0 7 4 28 3 1 1 3 0 1 1 2
2 48 0 9 13199 4 3 10 1 0 3 4 32 3 3 0 3 1 1 1 1
4 24 3 8 19885 4 1 6 2 2 10 4 42 3 1 2 2 0 1 1 1
3 18 0 6 17286 4 2 3 3 1 5 4 35 3 1 1 2 0 1 2 1
1 48 0 3 20204 4 4 5 5 2 3 4 27 1 2 5 3 0 1 2 2
3 72 0 6 21212 4 4 4 4 0 7 4 23 2 2 1 1 5 1 2 1
3 66 0 8 11033 4 4 8 0 0 2 4 46 3 1 0 1 7 1 2 1
4 354 1 6 15028 4 3 4 4 2 0 2 49 1 1 0 4 0 1 1 1
1 24 0 3 15649 4 2 8 2 2 4 1 24 2 1 0 3 3 1 2 1
4 66 0 8 6664 4 5 1 5 2 7 3 23 2 1 1 4 9 1 2 1
3 6 0 10 35086 4 5 1 2 0 2 4 22 3 2 1 3 1 1 2 1
3 48 0 8 6922 4 5 5 2 2 2 3 20 2 1 0 3 1 1 2 1
3 0 2 8 4683 4 5 3 3 1 31 2 21 1 1 0 3 3 1 2 1
4 30 2 8 13115 4 3 1 2 1 8 1 45 3 2 1 4 2 1 2 1
3 36 0 6 15868 4 5 1 3 0 22 4 23 3 1 0 2 0 1 2 1
2 168 0 6 9538 4 5 6 5 1 3 4 31 1 1 0 2 1 1 2 1
2 30 2 3 22954 3 2 9 1 2 9 4 43 3 2 3 4 1 1 2 1
2 36 4 6 34217 4 3 9 2 1 2 2 50 3 2 0 4 3 1 2 1
4 54 4 10 16992 4 5 7 1 1 9 4 34 3 1 0 3 9 1 2 1
2 78 1 10 57928 4 3 4 0 1 0 4 80 1 3 0 4 0 1 2 1
3 12 4 6 26696 5 3 1 2 0 4 1 24 3 2 0 4 5 1 2 1
4 108 1 3 12905 4 4 3 3 0 5 2 34 2 2 1 4 0 1 2 1
2 54 0 6 19036 4 3 6 2 0 9 3 29 1 1 1 4 5 1 2 2
3 54 2 10 8953 4 3 4 3 1 5 3 45 3 2 0 4 0 1 2 1
3 6 0 10 42929 4 5 3 3 2 7 4 21 3 1 8 3 0 1 2 1
4 18 1 2 14483 4 5 10 3 1 2 4 61 1 1 0 4 0 1 2 1
3 48 0 10 22686 4 5 7 3 1 19 4 24 1 1 0 4 2 1 2 2
3 54 4 3 5686 5 3 4 4 1 2 1 67 3 1 2 4 3 1 2 2
3 18 0 6 19842 4 5 1 2 2 3 2 27 3 1 1 3 4 1 2 1
3 18 1 6 42336 4 5 4 1 2 10 3 57 3 1 0 4 7 1 2 2
3 114 1 3 20407 4 4 5 5 0 8 2 38 3 2 3 2 0 1 2 2
4 6 0 6 7801 4 3 7 3 0 1 4 32 3 2 0 2 0 1 2 1
3 36 3 6 9748 4 3 8 2 0 3 4 27 1 1 0 2 1 1 2 1
4 48 2 9 3130 4 4 9 5 2 39 3 21 3 2 1 4 1 1 2 1
3 6 4 2 33537 4 3 6 0 0 16 4 38 2 2 1 4 0 1 2 1
4 6 4 8 16213 4 4 2 5 0 4 4 22 3 1 0 1 0 1 1 1
3 42 0 10 10302 4 2 10 0 1 13 4 21 2 2 0 3 5 1 1 1
3 36 4 6 22953 5 2 3 1 0 5 4 20 3 1 0 3 0 1 2 1
3 12 1 6 24159 2 3 1 4 2 9 3 44 1 2 5 4 1 1 2 1
2 48 1 5 6057 4 3 10 4 2 9 4 20 3 3 0 4 3 1 2 1
1 0 0 6 30188 4 2 1 1 1 15 1 22 1 1 2 4 4 1 2 1
3 72 1 8 13694 4 4 1 0 1 6 4 70 3 1 0 3 1 1 2 1
4 48 0 5 17583 4 4 8 2 1 3 4 29 3 1 0 3 0 1 1 1
3 6 1 3 14185 4 5 2 3 1 29 4 25 3 1 1 4 1 1 2 1
3 6 0 0 3092 4 3 4 5 2 11 4 31 1 2 0 3 6 1 2 1
3 66 0 0 11630 4 5 5 3 2 9 4 43 3 1 0 3 4 1 1 1
3 18 1 6 9583 4 2 3 2 1 10 4 26 3 1 0 1 3 1 2 1
3 126 2 3 16569 4 2 7 2 1 19 4 43 2 1 2 4 6 1 1 2
3 18 0 4 3819 4 3 8 2 1 11 3 27 2 1 0 3 0 1 2 1
4 90 0 10 30614 4 5 4 3 1 7 3 36 1 1 0 3 5 1 1 2
4 48 0 6 13312 3 1 4 2 2 16 4 25 1 1 0 3 1 1 1 1
4 72 0 8 28091 4 3 8 5 2 0 2 23 3 2 1 2 2 1 2 1
4 48 4 6 6837 4 3 6 3 1 22 4 23 3 3 0 1 1 1 2 1
3 36 0 5 6447 4 1 7 1 2 1 4 38 3 1 0 2 1 1 2 1
1 72 0 0 5128 4 3 7 3 0 7 4 24 3 2 0 3 4 1 1 1
1 90 1 6 20515 4 3 3 3 1 5 2 99 3 1 0 4 1 1 2 2
2 48 0 6 50340 5 1 8 3 2 1 3 40 2 1 3 4 4 1 1 2
4 174 1 0 9283 4 2 8 0 1 23 2 20 2 2 0 4 17 1 2 1
1 102 0 0 22876 4 3 1 2 1 6 3 23 3 1 6 4 9 1 2 1
3 120 0 6 23978 4 3 10 0 0 12 1 69 3 1 0 1 3 1 2 2
1 42 3 6 6955 4 5 5 3 1 13 3 24 3 3 0 1 0 1 2 1
3 30 0 1 11954 4 5 4 2 0 5 4 62 3 2 1 1 3 1 2 2
4 114 4 6 22893 5 3 10 0 1 8 4 31 3 2 4 1 11 1 2 2
2 78 0 6 28749 4 5 3 3 1 0 4 23 3 1 0 3 2 1 2 1
4 0 0 1 16148 4 1 10 2 2 10 2 21 1 3 1 3 0 1 2 1
1 72 3 1 15107 4 3 6 4 1 9 3 85 3 2 0 4 9 1 2 1
3 84 0 4 34220 4 5 3 3 2 27 3 27 2 1 0 2 8 1 2 1
3 0 3 8 18577 4 3 3 0 1 5 4 21 3 2 0 3 2 1 2 2
1 60 0 8 11357 5 3 4 3 2 6 4 26 2 1 0 3 2 1 2 2
2 36 0 6 5830 4 3 10 3 2 8 1 37 1 1 0 3 3 1 2 1
3 18 0 10 18047 4 5 3 2 1 12 4 20 1 2 0 2 0 1 2 1
2 60 4 6 56580 4 5 5 3 0 24 3 50 2 3 1 3 3 1 2 1
4 42 0 8 6708 4 4 2 4 0 7 4 28 3 1 1 2 1 1 2 1
3 36 3 9 23965 4 2 6 0 1 6 4 105 2 1 0 2 1 1 2 1
4 132 0 6 14681 4 4 4 5 0 3 3 56 2 3 0 2 0 1 2 1
1 0 0 8 14674 4 4 4 3 2 16 3 26 3 3 0 3 16 1 1 1
2 42 4 6 25639 4 5 8 1 2 2 3 53 3 2 1 4 0 1 2 1
2 48 0 0 9446 4 2 9 3 1 10 2 68 1 2 0 4 2 1 1 1
3 0 3 8 9839 4 4 5 2 1 3 3 32 1 3 0 3 5 1 1 1
3 48 2 6 10567 4 3 5 0 0 28 4 36 3 2 1 4 1 1 2 1
1 30 1 1 2251 4 4 8 1 2 0 4 43 3 1 1 4 1 1 2 1
3 30 1 8 28385 4 3 9 2 1 5 3 56 3 3 0 4 1 1 2 2
4 150 3 6 28955 4 4 3 1 0 4 3 21 3 3 3 4 0 1 2 1
2 138 0 10 20022 4 1 4 5 1 23 2 29 2 1 0 3 2 1 2 1
3 78 3 6 29591 4 4 1 3 1 3 3 21 3 2 0 1 0 1 2 1
3 18 1 6 40229 4 5 3 4 2 10 4 22 3 1 1 4 2 1 2 1
4 0 0 8 11532 4 5 5 3 0 7 3 34 3 1 0 4 0 1 2 1
3 0 0 6 4339 5 2 10 5 1 2 4 33 1 2 2 1 3 1 2 1
3 60 4 3 25999 4 3 4 2 2 9 3 24 3 2 0 1 0 1 1 1
3 18 1 3 15444 4 4 5 2 2 6 3 31 3 1 0 4 2 1 2 2
3 30 0 10 29129 1 5 4 3 1 11 4 37 3 2 5 2 5 1 2 2
2 12 0 6 33057 4 3 4 2 1 6 3 20 1 2 0 4 2 1 2 1
3 168 0 0 29982 4 5 8 0 2 3 4 20 3 1 0 3 2 1 2 1
3 6 0 6 16229 1 3 7 4 1 2 3 26 3 3 2 4 2 1 2 2
3 18 1 10 7690 4 3 3 1 0 2 3 29 1 2 0 1 1 1 2 1
3 6 4 6 21772 4 2 10 2 1 9 4 65 1 1 3 3 4 1 1 2
2 0 0 8 5332 3 1 7 1 0 6 4 32 3 1 2 4 6 1 2 2
4 126 2 6 36840 4 2 6 0 2 6 4 35 3 1 0 2 11 1 2 1
2 24 1 6 28263 5 5 8 3 2 5 3 49 1 1 1 4 2 1 2 2
4 174 0 6 10468 4 3 10 3 2 26 4 21 3 1 1 3 7 1 2 2
3 48 0 6 6306 4 4 6 2 0 10 4 50 1 2 0 1 3 1 2 1
2 36 1 6 50227 3 1 4 2 2 3 3 49 1 1 1 4 0 1 1 2
2 6 1 8 15990 4 4 3 2 1 2 3 21 3 3 2 4 0 1 2 2
2 108 3 5 20098 4 3 2 4 2 19 4 39 2 2 0 1 0 1 1 1
3 12 4 3 36191 4 2 3 2 0 9 4 71 3 1 0 4 0 1 2 1
3 114 0 8 37872 4 4 9 2 1 24 4 26 3 2 0 2 0 1 2 1
3 18 3 6 3484 4 5 5 4 1 5 4 31 3 3 0 3 2 1 1 1
4 54 2 3 43940 4 2 2 5 0 9 2 23 3 1 0 4 2 1 2 2
3 270 2 10 21240 3 2 5 2 0 49 4 25 3 1 1 1 2 1 2 2
2 0 0 0 26163 4 4 3 0 0 16 2 21 3 1 1 4 1 1 2 1
3 0 4 6 23766 4 5 3 0 0 3 3 69 2 2 0 2 1 1 2 1
3 258 0 6 12880 5 5 5 3 1 12 2 21 2 1 1 3 4 1 1 2
3 84 0 6 9302 4 4 9 5 2 8 3 20 3 2 4 3 20 1 2 2
3 6 1 6 12487 4 3 8 1 0 4 2 26 3 2 1 4 5 1 2 2
2 0 3 0 11367 4 3 8 2 1 17 4 28 2 1 0 3 0 1 2 1
4 90 0 6 29504 4 4 4 3 0 6 4 20 3 2 0 1 1 1 2 1
1 54 3 5 12702 4 3 9 0 2 14 4 51 1 2 0 4 7 1 2 1
2 60 3 1 16082 4 2 10 2 1 4 4 34 1 1 5 4 0 1 2 1
2 48 2 2 40448 4 5 10 3 1 3 1 32 3 1 0 1 3 1 1 2
2 60 0 10 4943 4 3 6 4 0 0 2 27 3 1 0 4 4 1 1 1
2 36 3 6 26068 4 1 10 0 1 4 3 31 3 2 0 3 0 1 2 1
3 18 4 8 70019 2 4 1 2 1 5 1 43 1 2 1 4 2 1 2 1
4 30 0 6 35293 5 3 5 2 0 18 3 28 1 1 2 4 3 1 2 2
2 30 0 6 48789 4 2 4 0 0 9 3 28 3 2 0 4 2 1 2 1
3 90 3 3 48469 4 3 2 4 2 20 1 59 3 1 0 4 2 1 2 1
3 84 0 8 29705 4 5 10 3 2 26 3 30 3 2 2 2 4 1 2 1
1 0 0 8 47139 4 5 2 1 0 13 4 23 1 2 1 4 1 1 2 1
3 6 0 2 6332 4 2 8 1 1 1 4 75 3 1 2 4 4 1 1 1
2 84 3 6 30593 4 2 4 5 2 9 3 25 3 1 1 1 1 1 2 1
2 0 4 6 8338 4 2 2 3 1 3 2 43 3 1 0 3 7 1 1 1
3 0 4 8 14651 4 2 5 3 0 0 3 43 3 2 1 3 1 1 2 1
4 6 2 6 12615 4 5 5 3 0 2 3 56 3 1 0 3 2 1 2 1
1 30 0 6 9713 3 4 4 0 1 16 2 40 1 2 2 4 1 1 2 1
3 24 2 7 23422 3 3 10 3 2 12 3 72 1 3 0 4 2 1 2 2
3 60 0 10 60210 4 3 9 2 0 4 4 39 3 2 0 4 0 1 2 2
4 6 1 6 34360 4 3 1 2 1 1 3 43 2 3 0 4 0 1 2 1
2 126 1 6 13427 4 3 3 0 1 23 4 27 1 1 1 4 2 1 2 1
3 66 1 6 5769 4 5 5 2 0 1 4 32 3 1 1 3 3 1 2 1
4 36 1 6 78522 4 4 1 1 1 2 3 22 3 2 0 4 2 1 2 2
2 36 1 8 12349 3 5 5 3 0 9 3 23 1 1 1 4 2 1 2 2
1 36 3 6 88204 4 4 4 4 0 2 2 26 3 3 0 2 0 1 2 2
3 18 0 2 43783 1 4 1 2 1 12 2 33 3 1 1 1 17 1 2 2
3 72 0 6 6227 4 2 2 1 1 0 4 38 1 1 2 4 1 1 2 1
3 24 0 1 26153 4 5 5 1 2 19 3 100 3 1 0 2 4 1 2 2
2 102 2 3 19906 4 1 3 0 1 4 2 83 2 2 0 1 0 1 1 1
4 0 3 3 3693 4 2 5 1 2 16 4 20 3 2 4 4 1 1 2 1
3 12 0 8 48583 4 3 1 0 2 3 4 34 3 1 2 3 4 1 2 1
2 78 0 6 10796 2 3 9 2 0 3 4 83 3 2 0 1 4 1 2 1
3 60 1 10 37660 4 3 2 2 0 7 3 26 3 2 0 4 3 1 2 1
3 18 2 0 23397 4 3 6 5 0 14 3 36 3 2 0 4 12 1 2 2
3 132 4 6 16292 4 5 3 0 1 3 4 32 1 2 3 1 4 1 2 1
3 120 4 6 2026 5 5 5 5 1 3 2 42 3 2 1 4 2 1 2 2
3 12 0 6 14227 4 5 10 2 1 19 3 77 3 3 1 1 6 1 2 1
3 6 0 6 3792 4 3 5 4 2 4 1 29 2 1 0 3 1 1 2 1
4 114 0 6 12822 5 4 6 4 2 4 3 50 1 1 0 4 0 1 2 2
3 6 0 3 27200 3 3 1 5 0 19 3 34 3 2 0 2 9 1 1 1
2 102 1 3 11796 4 3 9 5 2 16 4 43 2 1 2 3 1 1 2 1
3 0 0 3 22044 4 5 9 3 0 11 2 31 1 1 1 4 2 1 2 1
3 42 2 6 9326 4 4 9 4 1 1 4 49 1 1 7 4 4 1 1 1
1 72 0 10 30711 4 3 10 2 0 4 1 26 1 1 0 3 0 1 2 1
3 72 0 10 4992 4 3 6 0 0 14 2 36 2 3 0 2 4 1 2 1
2 30 0 6 20478 4 3 8 4 0 0 4 26 3 2 0 1 11 1 2 2
4 24 1 10 23124 5 5 9 1 2 11 3 34 3 2 0 4 7 1 2 1
2 6 0 6 30580 4 5 10 3 0 0 4 20 1 1 1 3 4 1 1 1
2 54 0 8 8525 4 3 7 0 1 19 4 43 3 2 0 4 1 1 2 1
3 54 3 6 23216 4 5 1 1 0 10 4 22 1 2 0 3 1 1 2 1
3 24 4 3 45756 4 2 2 0 2 6 3 26 1 2 5 2 7 1 2 1
2 18 1 1 12369 1 4 2 2 1 2 2 54 2 2 0 3 0 1 1 1
4 66 0 0 1577 4 5 10 3 2 15 4 22 1 1 0 2 4 1 2 1
4 6 0 6 49577 4 4 6 2 1 11 4 40 3 1 5 1 11 1 1 1
